course_id,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
223884,TRUE,20,13,0,14,All Levels,1.5 hours,2014-06-12T05:08:01Z,Graphic Design
1214144,FALSE,Free,338,7,6,Beginner Level,1 hour,2017-05-30T14:30:12Z,Cybersecurity
766320,TRUE,20,25,5,30,Beginner Level,9.5 hours,2016-02-25T17:18:41Z,Graphic Design
421546,FALSE,Free,2079,258,25,All Levels,2 hours,2015-02-15T12:17:56Z,Cybersecurity
1250694,TRUE,20,103,3,18,Beginner Level,1 hour,2017-06-27T05:51:44Z,Cybersecurity
829182,TRUE,30,41,3,37,Beginner Level,3 hours,2016-05-25T16:12:15Z,Cybersecurity
1129652,TRUE,20,5,1,7,Beginner Level,35 mins,2017-04-19T20:52:48Z,Machine Learning
1005312,TRUE,20,7183,819,14,Beginner Level,1 hour,2017-01-19T23:51:32Z,Cybersecurity
814200,TRUE,20,20,3,5,Beginner Level,41 mins,2016-04-26T17:26:44Z,Graphic Design
1100746,TRUE,25,3840,296,33,Intermediate Level,1.5 hours,2017-02-21T17:14:03Z,Cybersecurity
597868,TRUE,20,69,1,53,Beginner Level,3 hours,2015-11-07T23:09:05Z,Machine Learning
687742,TRUE,20,2,0,47,Beginner Level,3.5 hours,2016-02-18T19:19:38Z,Machine Learning
847808,TRUE,20,3,0,36,Beginner Level,1 hour,2016-10-03T16:42:12Z,Machine Learning
733654,TRUE,30,123,12,48,Beginner Level,3 hours,2016-02-16T17:10:15Z,Graphic Design
1139792,TRUE,200,3,2,12,Beginner Level,36 mins,2017-03-17T17:07:38Z,Graphic Design
1093446,TRUE,35,115,15,56,Beginner Level,5.5 hours,2017-02-06T14:36:41Z,Graphic Design
1009068,TRUE,45,431,99,80,Beginner Level,7.5 hours,2016-11-21T17:19:01Z,Graphic Design
961774,TRUE,85,25,2,30,Beginner Level,2.5 hours,2017-03-03T18:54:28Z,Machine Learning
1265814,TRUE,20,0,0,5,Beginner Level,31 mins,2017-07-06T16:12:34Z,Machine Learning
548764,TRUE,50,49,8,27,Beginner Level,3.5 hours,2015-07-14T23:01:39Z,Cybersecurity
557436,TRUE,50,16,1,48,Beginner Level,3.5 hours,2015-08-24T23:33:21Z,Cybersecurity
535650,TRUE,20,1305,25,68,All Levels,6.5 hours,2015-08-18T20:00:20Z,Machine Learning
886614,TRUE,110,5811,850,114,Intermediate Level,6 hours,2016-07-12T18:22:37Z,Web Development
886300,TRUE,110,4720,1017,126,All Levels,7.5 hours,2016-07-12T18:23:35Z,Web Development
557208,TRUE,40,108,2,37,Beginner Level,3.5 hours,2015-08-04T18:45:56Z,Cybersecurity
1219820,TRUE,20,0,0,9,All Levels,1 hour,2017-05-25T21:55:50Z,Cybersecurity
640100,TRUE,150,10042,594,43,All Levels,3 hours,2015-10-22T00:03:48Z,Cybersecurity
317572,TRUE,45,2490,95,13,Beginner Level,3 hours,2014-11-10T03:28:26Z,Cybersecurity
174800,TRUE,50,2031,15,29,Beginner Level,14.5 hours,2014-04-21T16:23:37Z,Cybersecurity
402836,TRUE,200,3050,86,22,Beginner Level,2 hours,2015-01-27T09:27:49Z,Cybersecurity
267984,TRUE,95,1730,12,12,All Levels,1.5 hours,2014-07-24T15:20:39Z,Cybersecurity
607362,TRUE,20,37,2,43,All Levels,2.5 hours,2015-10-10T04:45:42Z,Cybersecurity
174790,TRUE,50,1280,1,27,Intermediate Level,8.5 hours,2014-05-09T09:48:53Z,Cybersecurity
354324,TRUE,45,1446,23,27,Beginner Level,5 hours,2014-12-09T08:31:40Z,Cybersecurity
1029322,TRUE,200,5,0,10,All Levels,2 hours,2017-01-19T16:37:27Z,Cybersecurity
471440,TRUE,180,3056,9,316,All Levels,24.5 hours,2015-04-10T19:24:28Z,Cybersecurity
531710,TRUE,30,6,2,19,Intermediate Level,33 mins,2015-07-10T00:16:42Z,Cybersecurity
510178,TRUE,20,2189,4,16,All Levels,1.5 hours,2015-05-25T19:46:32Z,Cybersecurity
494800,TRUE,180,1132,70,332,All Levels,29 hours,2015-05-06T23:27:45Z,Cybersecurity
671548,TRUE,20,7,2,18,All Levels,1 hour,2016-01-07T17:48:25Z,Cybersecurity
773650,FALSE,Free,1924,120,5,Beginner Level,1 hour,2016-02-25T16:53:12Z,Cybersecurity
441112,TRUE,25,4086,31,14,All Levels,1.5 hours,2015-03-08T21:13:13Z,Cybersecurity
521234,TRUE,20,911,2,18,All Levels,1.5 hours,2015-06-05T19:01:45Z,Cybersecurity
138004,TRUE,20,261,2,35,Beginner Level,2.5 hours,2013-12-26T12:41:50Z,Cybersecurity
739972,TRUE,20,26,3,14,All Levels,1 hour,2016-01-26T22:07:31Z,Cybersecurity
577256,TRUE,95,1222,14,61,All Levels,6 hours,2015-10-07T17:25:18Z,Cybersecurity
655300,TRUE,50,1971,13,20,Beginner Level,1.5 hours,2015-12-03T17:08:10Z,Cybersecurity
378464,TRUE,50,874,2,120,All Levels,13.5 hours,2014-12-27T11:10:19Z,Cybersecurity
394636,TRUE,25,2924,6,11,All Levels,1.5 hours,2015-01-15T13:19:33Z,Cybersecurity
258174,TRUE,20,576,1,14,All Levels,1 hour,2014-07-09T09:41:36Z,Cybersecurity
298044,TRUE,35,420,2,14,Beginner Level,1 hour,2014-11-19T00:34:25Z,Cybersecurity
508796,TRUE,30,1311,2,12,All Levels,1.5 hours,2015-05-22T23:32:56Z,Cybersecurity
48841,FALSE,Free,56659,4397,16,Beginner Level,1.5 hours,2013-04-07T21:39:25Z,Cybersecurity
221306,TRUE,20,3870,12,90,All Levels,9 hours,2014-05-20T18:13:38Z,Cybersecurity
567070,TRUE,50,4034,8,40,Intermediate Level,3 hours,2015-09-16T18:57:23Z,Cybersecurity
640062,TRUE,95,274,41,18,All Levels,1.5 hours,2015-10-26T23:22:09Z,Cybersecurity
1193288,TRUE,30,3,0,41,All Levels,8.5 hours,2017-05-03T16:14:01Z,Cybersecurity
19653,TRUE,20,78,3,10,Beginner Level,1.5 hours,2012-06-27T16:41:09Z,Cybersecurity
343886,TRUE,25,1888,6,11,Intermediate Level,1 hour,2014-11-14T07:42:47Z,Cybersecurity
415802,TRUE,20,2222,9,12,All Levels,42 mins,2015-02-07T15:06:57Z,Cybersecurity
891490,TRUE,200,1437,96,34,Beginner Level,2.5 hours,2016-08-08T22:23:09Z,Cybersecurity
455452,TRUE,180,507,36,395,All Levels,33 hours,2015-03-26T18:01:39Z,Cybersecurity
262370,TRUE,100,4661,187,20,All Levels,1 hour,2014-09-01T21:43:47Z,Cybersecurity
99324,FALSE,Free,8217,109,10,Intermediate Level,1 hour,2013-09-30T20:45:20Z,Machine Learning
112314,TRUE,125,1284,136,40,Intermediate Level,12.5 hours,2013-11-28T08:54:00Z,Machine Learning
647276,TRUE,75,189,18,101,Intermediate Level,4.5 hours,2016-01-10T21:39:42Z,Machine Learning
517148,TRUE,200,6565,55,56,All Levels,4 hours,2015-08-04T17:40:13Z,Machine Learning
198692,TRUE,45,181,17,25,Intermediate Level,2.5 hours,2014-11-20T09:38:59Z,Machine Learning
198690,FALSE,Free,14495,224,21,Beginner Level,2 hours,2014-08-07T20:32:27Z,Machine Learning
832514,TRUE,95,10,3,39,Beginner Level,3 hours,2016-04-27T17:25:32Z,Machine Learning
1089062,TRUE,25,17,3,8,Beginner Level,1 hour,2017-02-02T19:03:50Z,Graphic Design
201894,TRUE,20,75,2,27,All Levels,44 mins,2014-05-28T17:32:53Z,Machine Learning
425084,TRUE,60,586,65,98,All Levels,5.5 hours,2015-03-23T00:20:29Z,Web Development
935108,TRUE,20,2420,27,21,All Levels,1.5 hours,2016-08-27T23:43:41Z,Graphic Design
934790,TRUE,20,214,0,15,All Levels,1 hour,2016-08-18T23:51:44Z,Graphic Design
951912,TRUE,20,1606,8,9,All Levels,44 mins,2016-09-07T20:28:12Z,Graphic Design
895302,TRUE,30,140,6,21,All Levels,2.5 hours,2016-07-07T23:27:41Z,Graphic Design
1152012,TRUE,35,81,14,33,Beginner Level,1 hour,2017-05-02T16:54:56Z,Web Development
173134,TRUE,200,17071,17,15,All Levels,1.5 hours,2014-03-01T08:48:55Z,Web Development
913194,TRUE,25,445,4,14,All Levels,32 mins,2016-07-28T00:23:08Z,Graphic Design
628786,TRUE,90,1538,117,74,All Levels,7.5 hours,2017-02-06T23:07:33Z,Graphic Design
1022032,TRUE,20,43,12,46,Intermediate Level,9.5 hours,2016-12-26T18:58:09Z,Graphic Design
536780,TRUE,45,115,12,24,Beginner Level,5.5 hours,2015-06-26T18:43:13Z,Graphic Design
477634,TRUE,50,145,35,55,Beginner Level,6 hours,2016-03-08T15:09:47Z,Graphic Design
1013676,TRUE,195,2489,39,12,Beginner Level,1.5 hours,2017-01-31T22:13:11Z,Graphic Design
1133716,TRUE,30,11,1,27,Beginner Level,1.5 hours,2017-03-08T03:16:33Z,Graphic Design
1136446,TRUE,30,2,0,37,Beginner Level,4 hours,2017-03-08T04:12:22Z,Graphic Design
140368,TRUE,20,270,28,118,Beginner Level,8 hours,2014-12-17T14:01:35Z,Graphic Design
733878,FALSE,Free,1433,57,8,Beginner Level,1 hour,2016-01-19T17:22:59Z,Graphic Design
435138,TRUE,20,22,3,57,Intermediate Level,2 hours,2015-03-16T20:18:11Z,Graphic Design
283038,TRUE,35,48,15,74,All Levels,8 hours,2014-09-14T15:00:09Z,Graphic Design
585174,TRUE,40,9,0,23,Beginner Level,2.5 hours,2015-08-18T18:05:55Z,Graphic Design
608090,TRUE,30,276,54,27,Beginner Level,1.5 hours,2015-10-15T22:29:00Z,Graphic Design
905244,TRUE,185,165,17,11,All Levels,1.5 hours,2016-08-09T14:07:47Z,Graphic Design
872816,TRUE,30,1,0,34,All Levels,3.5 hours,2016-06-23T03:51:13Z,Graphic Design
1219520,TRUE,20,390,44,15,All Levels,1 hour,2017-06-13T20:41:14Z,Graphic Design
983444,TRUE,100,23,2,9,Beginner Level,37 mins,2016-10-21T18:50:38Z,Graphic Design
452092,TRUE,95,1418,57,19,Beginner Level,1.5 hours,2015-03-22T23:59:21Z,Graphic Design
933888,TRUE,180,2873,38,13,Beginner Level,32 mins,2017-01-10T15:38:21Z,Graphic Design
939882,TRUE,20,371,5,26,All Levels,3.5 hours,2016-09-06T16:43:47Z,Graphic Design
1075366,TRUE,35,2,0,29,Beginner Level,2.5 hours,2017-04-17T22:36:55Z,Graphic Design
981684,TRUE,30,114,24,50,Expert Level,3.5 hours,2016-10-18T17:09:56Z,Graphic Design
723818,FALSE,Free,637,21,22,Beginner Level,2.5 hours,2016-01-14T18:52:21Z,Graphic Design
177584,TRUE,50,5,0,35,Beginner Level,5 hours,2014-03-31T20:24:16Z,Graphic Design
513212,TRUE,80,4,0,8,All Levels,1 hour,2015-06-22T23:37:56Z,Graphic Design
651014,TRUE,200,98,3,33,Beginner Level,2 hours,2015-12-09T17:17:38Z,Graphic Design
705444,TRUE,40,290,49,88,Beginner Level,7.5 hours,2016-01-06T01:33:28Z,Graphic Design
456388,TRUE,20,254,5,81,All Levels,4.5 hours,2015-05-12T00:19:27Z,Graphic Design
1080584,TRUE,30,1,0,43,Expert Level,2.5 hours,2017-01-19T22:12:04Z,Graphic Design
986832,TRUE,30,1,0,55,Beginner Level,4.5 hours,2016-10-19T05:05:35Z,Graphic Design
1114470,TRUE,40,5,0,63,Beginner Level,7 hours,2017-02-17T20:25:49Z,Graphic Design
638040,TRUE,100,1373,5,63,Beginner Level,2.5 hours,2015-11-18T17:47:26Z,Graphic Design
872262,TRUE,20,0,0,12,Beginner Level,34 mins,2016-06-08T16:02:39Z,Graphic Design
1095488,TRUE,70,2,0,23,All Levels,2.5 hours,2017-02-20T16:40:15Z,Graphic Design
632702,TRUE,200,1005,4,46,All Levels,9.5 hours,2015-11-09T23:01:14Z,Graphic Design
31150,TRUE,20,34,4,38,All Levels,2 hours,2013-02-16T00:06:30Z,Graphic Design
845794,TRUE,40,334,41,54,Intermediate Level,11.5 hours,2016-05-13T18:28:07Z,Web Development
855764,TRUE,40,797,13,70,Beginner Level,14 hours,2016-05-31T21:27:22Z,Graphic Design
467238,TRUE,50,152,6,14,Expert Level,3.5 hours,2015-04-08T18:11:52Z,Cybersecurity
990284,TRUE,20,458,2,12,All Levels,1 hour,2017-05-03T18:11:54Z,Web Development
990532,TRUE,75,578,40,84,Expert Level,5.5 hours,2017-01-27T05:12:57Z,Web Development
866584,TRUE,150,1535,16,462,All Levels,62 hours,2016-06-03T17:42:27Z,Cybersecurity
298558,TRUE,50,1260,80,38,Intermediate Level,4 hours,2014-10-01T18:51:06Z,Cybersecurity
459468,TRUE,50,197,0,106,All Levels,6.5 hours,2015-04-15T20:24:35Z,Machine Learning
1275790,TRUE,60,16,1,8,Expert Level,1 hour,2017-07-04T18:08:01Z,Cybersecurity
373556,TRUE,50,148,3,77,All Levels,4.5 hours,2015-01-01T01:23:28Z,Machine Learning
471328,TRUE,50,106,7,89,All Levels,6 hours,2015-04-16T16:43:45Z,Machine Learning
722682,TRUE,20,1964,47,15,All Levels,1.5 hours,2016-01-12T20:03:45Z,Cybersecurity
960326,TRUE,30,1348,6,14,Intermediate Level,1 hour,2016-10-12T17:13:16Z,Graphic Design
42146,TRUE,40,188,7,48,Intermediate Level,6.5 hours,2014-02-27T17:58:02Z,Cybersecurity
658766,TRUE,150,375,15,194,All Levels,24.5 hours,2015-11-03T18:22:32Z,Cybersecurity
605074,TRUE,50,205,4,95,All Levels,5 hours,2015-09-07T23:28:56Z,Machine Learning
368958,TRUE,20,314,11,19,All Levels,1.5 hours,2014-12-19T05:55:57Z,Graphic Design
619610,TRUE,50,46,0,91,All Levels,7 hours,2015-09-23T17:14:50Z,Machine Learning
26845,TRUE,50,11847,57,57,All Levels,7.5 hours,2012-10-17T11:07:41Z,Web Development
670034,TRUE,200,6601,1304,26,Intermediate Level,3.5 hours,2015-11-21T06:56:33Z,Web Development
212398,TRUE,55,2565,32,41,Expert Level,3 hours,2014-08-28T03:35:30Z,Web Development
899702,TRUE,50,47,0,82,Expert Level,4 hours,2016-07-28T02:46:15Z,Machine Learning
42634,TRUE,60,968,81,10,Intermediate Level,2 hours,2013-02-27T13:05:27Z,Cybersecurity
1269590,TRUE,40,1252,2,6,Intermediate Level,32 mins,2017-06-29T20:18:19Z,Cybersecurity
737758,TRUE,30,2200,25,12,All Levels,1 hour,2016-01-24T20:47:28Z,Web Development
781532,TRUE,140,21998,3326,119,Intermediate Level,12 hours,2016-03-12T22:13:46Z,Web Development
184324,TRUE,50,215,5,80,Intermediate Level,4 hours,2014-03-18T02:25:11Z,Machine Learning
599504,TRUE,120,1299,56,71,Intermediate Level,14 hours,2016-08-11T22:09:24Z,Web Development
530768,TRUE,200,1271,23,7,Expert Level,1.5 hours,2015-09-22T19:48:31Z,Cybersecurity
1263966,TRUE,100,9,1,19,Intermediate Level,3 hours,2017-06-27T22:00:27Z,Cybersecurity
866528,TRUE,50,39,2,136,All Levels,8 hours,2016-07-05T23:21:53Z,Machine Learning
188498,TRUE,50,184,4,82,Intermediate Level,4 hours,2014-03-26T04:01:28Z,Machine Learning
459926,TRUE,50,173,0,63,All Levels,5 hours,2015-04-15T17:47:17Z,Machine Learning
866384,TRUE,95,301,44,91,Intermediate Level,7.5 hours,2016-07-10T16:04:35Z,Web Development
677802,TRUE,20,2895,56,14,Beginner Level,1 hour,2015-11-23T21:19:00Z,Cybersecurity
849896,TRUE,20,139,36,29,Beginner Level,2 hours,2016-06-09T15:18:03Z,Cybersecurity
858764,TRUE,20,58,11,28,All Levels,1.5 hours,2016-06-14T15:53:31Z,Cybersecurity
869716,TRUE,20,68,10,45,Intermediate Level,2.5 hours,2016-07-01T19:53:20Z,Cybersecurity
863998,TRUE,20,91,7,30,All Levels,2 hours,2016-06-21T17:59:58Z,Cybersecurity
352782,TRUE,55,952,77,53,All Levels,3 hours,2014-12-10T00:53:21Z,Cybersecurity
212952,TRUE,20,701,55,16,Beginner Level,1.5 hours,2014-06-23T02:24:31Z,Cybersecurity
960786,TRUE,85,29,3,24,All Levels,39 mins,2016-11-28T17:50:49Z,Cybersecurity
217978,FALSE,Free,462,6,23,All Levels,3.5 hours,2014-05-17T04:00:12Z,Machine Learning
1114164,TRUE,20,35,13,11,All Levels,1 hour,2017-02-20T17:28:21Z,Graphic Design
1069348,TRUE,20,1,1,11,Beginner Level,1.5 hours,2017-01-13T20:08:41Z,Graphic Design
1158854,TRUE,20,30,6,23,Beginner Level,4.5 hours,2017-05-01T20:48:32Z,Graphic Design
1105778,TRUE,40,6648,16,22,Beginner Level,1.5 hours,2017-05-24T05:25:53Z,Web Development
956002,TRUE,20,1,0,6,Beginner Level,1.5 hours,2016-09-13T16:14:44Z,Graphic Design
212506,TRUE,30,4,0,9,All Levels,1.5 hours,2014-05-09T19:55:55Z,Machine Learning
691760,TRUE,65,755,5,18,Beginner Level,2 hours,2016-01-25T17:57:24Z,Web Development
446608,TRUE,70,4183,292,38,All Levels,3.5 hours,2015-03-13T23:11:17Z,Web Development
955138,TRUE,35,1241,23,9,All Levels,34 mins,2016-09-10T20:59:38Z,Web Development
16151,TRUE,20,7867,147,23,All Levels,3 hours,2012-05-15T18:03:43Z,Web Development
564366,TRUE,200,3399,85,15,All Levels,1.5 hours,2015-07-27T20:23:28Z,Web Development
754156,TRUE,20,112,18,33,Beginner Level,2 hours,2016-02-22T15:20:36Z,Cybersecurity
594936,TRUE,195,1512,23,19,All Levels,1.5 hours,2015-09-14T18:24:03Z,Cybersecurity
258232,TRUE,185,7941,713,40,All Levels,6.5 hours,2014-08-11T08:01:14Z,Cybersecurity
517938,TRUE,20,1749,41,21,All Levels,1 hour,2015-06-23T22:37:31Z,Cybersecurity
975074,TRUE,20,605,19,4,All Levels,19 mins,2016-10-10T21:05:19Z,Cybersecurity
82778,TRUE,50,8755,931,133,All Levels,15.5 hours,2014-12-19T20:46:50Z,Web Development
1090194,TRUE,20,3444,35,16,All Levels,3 hours,2017-01-27T22:27:20Z,Web Development
177912,TRUE,50,1936,88,53,All Levels,5 hours,2014-03-07T19:09:28Z,Web Development
380668,TRUE,200,919,57,56,All Levels,5.5 hours,2015-02-20T00:15:41Z,Graphic Design
749616,TRUE,20,19,4,83,All Levels,3.5 hours,2016-05-12T19:17:21Z,Machine Learning
799912,TRUE,95,51,7,42,Beginner Level,3 hours,2016-03-23T15:33:31Z,Machine Learning
547190,TRUE,20,32,10,5,Beginner Level,42 mins,2015-07-08T19:58:01Z,Graphic Design
997916,TRUE,140,1858,110,52,All Levels,2.5 hours,2016-12-03T20:51:00Z,Web Development
446736,TRUE,95,1811,118,36,All Levels,3.5 hours,2015-03-18T21:27:54Z,Web Development
691180,TRUE,50,33,4,40,Beginner Level,4.5 hours,2016-01-22T21:45:33Z,Cybersecurity
518188,TRUE,20,1,0,6,Beginner Level,1 hour,2015-07-07T00:14:56Z,Graphic Design
707644,TRUE,100,1006,14,17,Beginner Level,1.5 hours,2016-09-03T03:46:23Z,Cybersecurity
1179546,TRUE,30,7,1,29,All Levels,2 hours,2017-04-28T00:08:38Z,Cybersecurity
177214,TRUE,20,117,15,6,Beginner Level,1.5 hours,2014-03-06T09:12:15Z,Cybersecurity
323828,TRUE,20,323,30,11,Intermediate Level,37 mins,2014-11-01T04:10:48Z,Cybersecurity
868128,TRUE,20,31,11,20,All Levels,10.5 hours,2016-06-29T20:21:24Z,Cybersecurity
1013190,TRUE,100,10,1,8,Intermediate Level,1 hour,2016-12-19T14:47:22Z,Cybersecurity
1028030,TRUE,20,832,34,34,All Levels,1.5 hours,2016-12-07T20:19:37Z,Cybersecurity
552058,TRUE,20,120,18,21,All Levels,2 hours,2015-07-21T21:45:17Z,Cybersecurity
880202,TRUE,150,2252,240,111,Beginner Level,21 hours,2016-06-20T15:31:48Z,Graphic Design
62721,TRUE,95,15500,754,65,All Levels,68.5 hours,2013-10-16T11:37:30Z,Graphic Design
833442,TRUE,150,17297,3166,111,All Levels,8.5 hours,2016-05-02T23:09:15Z,Web Development
825752,TRUE,20,702,21,30,Beginner Level,3 hours,2016-05-04T16:35:07Z,Web Development
997814,TRUE,200,5211,414,133,Beginner Level,19.5 hours,2016-11-14T00:44:48Z,Web Development
1004134,TRUE,150,1967,372,60,Intermediate Level,9 hours,2016-11-15T19:00:50Z,Web Development
